OBJECTID,TreeID,DataProvider,District,Street,AreaGroup,TreeType,PlantingYear,PlantingYear_txt,TrunkSize,TrunkSize_txt,TreeHeight,TreeHeight_txt,TreeCrownDiameter,TreeCrownDiameter_txt,TreeNumber
394141332,10074,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1971,"1971",116,116 cm,4,16-20 m,3,7-9 m,"1048"
394141348,10068,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1958,"1958",146,146 cm,4,16-20 m,4,10-12 m,"1042"
394141351,236670,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2014,"2014",23,23 cm,1,0-5 m,1,0-3 m,"1043"
394142412,95347,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia cordata (Winterlinde),1988,"1988",90,90 cm,4,16-20 m,2,4-6 m,"3010"
394142413,95345,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia tomentosa (Silberlinde),1976,"1976",109,109 cm,4,16-20 m,3,7-9 m,"3008"
394142416,95344,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia cordata (Winterlinde),1986,"1986",90,90 cm,4,16-20 m,2,4-6 m,"3007"
394142423,95343,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1951,"1951",192,192 cm,3,11-15 m,4,10-12 m,"3006"
394142424,95342,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1990,"1990",72,72 cm,3,11-15 m,2,4-6 m,"3005"
394141358,332291,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2019,"2019",25,25 cm,1,0-5 m,1,0-3 m,"1039"
394141359,9982,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1977,"1977",100,100 cm,3,11-15 m,3,7-9 m,"1036"
394141372,332290,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2019,"2019",26,26 cm,1,0-5 m,1,0-3 m,"1031"
394141374,158981,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2010,"2010",44,44 cm,2,6-10 m,2,4-6 m,"1030"
394141384,9974,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1979,"1979",99,99 cm,4,16-20 m,3,7-9 m,"1028"
394141904,185628,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2011,"2011",35,35 cm,2,6-10 m,1,0-3 m,"2049"
394141916,201113,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",55,55 cm,2,6-10 m,2,4-6 m,"2048"
394141922,201112,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",39,39 cm,2,6-10 m,2,4-6 m,"2047"
394141925,201110,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",45,45 cm,2,6-10 m,2,4-6 m,"2045"
394141926,95330,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1981,"1981",97,97 cm,3,11-15 m,2,4-6 m,"2043"
394141930,95328,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1945,"1945",176,176 cm,4,16-20 m,5,13-15 m,"2041"
394142468,317553,magistrat,6,Lehargasse,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2017,"2017",30,30 cm,1,0-5 m,1,0-3 m,"2001"
394142471,314894,magistrat,6,Getreidemarkt,"MA 28 - Straße, Grünanlage",Acer x freemanii 'Marmo' (Rot-Ahorn 'Marmo'),2017,"2017",28,28 cm,1,0-5 m,1,0-3 m,"2010"
394142474,314893,magistrat,6,Getreidemarkt,"MA 28 - Straße, Grünanlage",Acer x freemanii 'Marmo' (Rot-Ahorn 'Marmo'),2017,"2017",28,28 cm,1,0-5 m,1,0-3 m,"2009"
394141413,9973,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides 'Schwedleri' (Rotblättriger Spitzahorn),1980,"1980",100,100 cm,3,11-15 m,3,7-9 m,"1027"
394141414,9972,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2003,"2003",52,52 cm,2,6-10 m,2,4-6 m,"1026"
394141418,9971,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1971,"1971",119,119 cm,4,16-20 m,3,7-9 m,"1025"
394141941,95326,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1965,"1965",126,126 cm,2,6-10 m,3,7-9 m,"2039"
394141959,95323,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia x euchlora (Krimlinde),1950,"1950",164,164 cm,3,11-15 m,4,10-12 m,"2036"
394144158,95479,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides 'Schwedleri' (Rotblättriger Spitzahorn),1975,"1975",106,106 cm,3,11-15 m,3,7-9 m,"5021"
394143672,303429,magistrat,4,"04., Resselpark, MA42",MA 42 - Parkanlage,Acer capillipes (Roter Schlangenhaut-Ahorn),2016,"2016",15,15 cm,1,0-5 m,1,0-3 m,"184"
394143673,303508,magistrat,4,"04., Resselpark, MA42",MA 42 - Parkanlage,Carpinus betulus 'Fastigiata' (Säulenhainbuche),2016,"2016",20,20 cm,1,0-5 m,1,0-3 m,"110"
394144304,275032,magistrat,4,Rilkeplatz,"MA 28 - Straße, Grünanlage",Ulmus 'New Horizon' (Resista Ulme),2016,"2016",28,28 cm,2,6-10 m,1,0-3 m,"1003"
394144373,331910,magistrat,4,"04., Resselpark, MA42",MA 42 - Parkanlage,Sorbus aucuparia 'Sheerwater Seedling' (Säuleneberesche),2019,"2019",20,20 cm,1,0-5 m,1,0-3 m,"138"
394147612,194398,magistrat,1,"01., Parkanlage Beethovenplatz, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1965,"1965",149,149 cm,4,16-20 m,5,13-15 m,"9"
394147619,234776,magistrat,9,"09., Erwin-Ringel-Park, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1942,"1942",230,230 cm,3,11-15 m,5,13-15 m,"39"
394146697,191986,magistrat,4,Karlsplatz,"MA 28 - Straße, Grünanlage",Corylus colurna (Baumhasel),1927,"1927",422,422 cm,2,6-10 m,4,10-12 m,"2009"
394146701,213133,magistrat,1,"01., Hermann-Gmeiner-Park, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1899,"1899",247,247 cm,3,11-15 m,4,10-12 m,"8"
394146182,354347,magistrat,1,Akademiestraße,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1005"
394146721,232293,magistrat,4,"04., Rosa-Mayreder-Park, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1943,"1943",206,206 cm,5,21-25 m,7,19-21 m,"20"
394149281,131863,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Ailanthus altissima (Götterbaum),1922,"1922",269,269 cm,3,11-15 m,6,16-18 m,"3003"
394149293,174134,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Globosum' (Kugelspitzahorn),2005,"2005",38,38 cm,1,0-5 m,1,0-3 m,"2029"
394149304,332280,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2020,"2020",26,26 cm,2,6-10 m,1,0-3 m,"2027"
394149308,324514,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2018,"2018",26,26 cm,2,6-10 m,1,0-3 m,"2024"
394149320,156387,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2010,"2010",55,55 cm,3,11-15 m,1,0-3 m,"2019"
394149321,7599,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1996,"1996",84,84 cm,3,11-15 m,2,4-6 m,"2018"
394148806,1856,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Tilia cordata (Winterlinde),1969,"1969",128,128 cm,4,16-20 m,3,7-9 m,"2012"
394149344,303475,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2017,"2017",31,31 cm,2,6-10 m,1,0-3 m,"2013"
394149352,303474,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2017,"2017",24,24 cm,2,6-10 m,1,0-3 m,"2009"
394149353,7581,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1973,"1973",119,119 cm,3,11-15 m,4,10-12 m,"2008"
394149354,7576,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1984,"1984",98,98 cm,3,11-15 m,3,7-9 m,"2003"
394149358,156363,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2012,"2012",57,57 cm,3,11-15 m,1,0-3 m,"2001"
394149359,198244,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2017,"2017",20,20 cm,2,6-10 m,1,0-3 m,"1038"
394149360,7575,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1978,"1978",107,107 cm,3,11-15 m,3,7-9 m,"2002"
394149362,343201,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2020,"2020",28,28 cm,2,6-10 m,1,0-3 m,"1035"
394149364,7567,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1984,"1984",88,88 cm,4,16-20 m,3,7-9 m,"1034"
394149367,186636,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Cleveland' (Kegelspitzahorn),2011,"2011",68,68 cm,2,6-10 m,2,4-6 m,"1032"
394149369,186637,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2011,"2011",59,59 cm,2,6-10 m,1,0-3 m,"1033"
394149371,303472,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2017,"2017",30,30 cm,2,6-10 m,1,0-3 m,"1030"
394149393,7560,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Cleveland' (Kegelspitzahorn),2007,"2007",53,53 cm,2,6-10 m,2,4-6 m,"1027"
394149398,177353,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2010,"2010",50,50 cm,2,6-10 m,1,0-3 m,"1025"
394149399,177354,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1999,"1999",84,84 cm,3,11-15 m,3,7-9 m,"1026"
394148903,332221,magistrat,1,"01., Wolfgang-Schmitz-Promenade, MA42",MA 42 - Parkanlage,Tilia cordata 'Greenspire' (Stadtlinde),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"17"
394148929,156361,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Taxus baccata (Heimische Eibe),1993,"1993",100,100 cm,2,6-10 m,3,7-9 m,"3001"
394148943,177355,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2001,"2001",70,70 cm,3,11-15 m,2,4-6 m,"1029"
394149431,321387,magistrat,2,"02., Vorkai - Schlagbrückenufer, MA42",MA 42 - Parkanlage,Catalpa bignonioides (Trompetenbaum),2019,"2019",30,30 cm,2,6-10 m,2,4-6 m,"3"
394149451,301676,magistrat,2,"02., Vorkai - Schlagbrückenufer, MA42",MA 42 - Parkanlage,Paulownia tomentosa (Blauglockenbaum),1979,"1979",158,158 cm,2,6-10 m,4,10-12 m,"2"
394149233,313268,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"4059"
394151035,332313,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"3045"
394151123,332312,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",18,18 cm,1,0-5 m,1,0-3 m,"3044"
394151125,332311,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"2067"
394150591,181427,magistrat,6,Lehargasse,"MA 28 - Straße, Grünanlage",Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),2010,"2010",44,44 cm,2,6-10 m,2,4-6 m,"2008"
394150600,181426,magistrat,6,Lehargasse,"MA 28 - Straße, Grünanlage",Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),2010,"2010",46,46 cm,2,6-10 m,2,4-6 m,"2007"
394150601,181424,magistrat,6,Lehargasse,"MA 28 - Straße, Grünanlage",Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),2010,"2010",51,51 cm,2,6-10 m,2,4-6 m,"2005"
394150602,181421,magistrat,6,Lehargasse,"MA 28 - Straße, Grünanlage",Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),2010,"2010",38,38 cm,1,0-5 m,1,0-3 m,"2002"
394150660,125770,magistrat,6,Gumpendorfer Straße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1994,"1994",73,73 cm,3,11-15 m,3,7-9 m,"1003"
394150669,125769,magistrat,6,Gumpendorfer Straße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1997,"1997",60,60 cm,2,6-10 m,2,4-6 m,"1002"
394150670,125768,magistrat,6,Gumpendorfer Straße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1997,"1997",59,59 cm,2,6-10 m,2,4-6 m,"1001"
394151254,332306,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",23,23 cm,1,0-5 m,1,0-3 m,"1025"
394151255,350935,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",25,25 cm,1,0-5 m,1,0-3 m,"1003"
394151266,348442,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",23,23 cm,1,0-5 m,1,0-3 m,"3033"
394151274,347975,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",22,22 cm,1,0-5 m,1,0-3 m,"1020"
394150695,352984,magistrat,1,"01., Wolfgang-Schmitz-Promenade, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"10"
394150714,344990,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",22,22 cm,1,0-5 m,1,0-3 m,"5009"
394150715,349727,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",19,19 cm,1,0-5 m,1,0-3 m,"5006"
394150720,347735,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",25,25 cm,1,0-5 m,1,0-3 m,"4043"
394151280,338648,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"5004"
394151289,336104,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",22,22 cm,1,0-5 m,1,0-3 m,"5067"
394151304,336103,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"5050"
394151310,332263,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"5022"
394150210,348621,magistrat,9,Berggasse,"MA 28 - Straße, Grünanlage",Ginkgo biloba 'Princeton Sentry' (Fächerblattbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"2009"
394150737,344992,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"3051"
394151319,332264,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"5046"
394151356,351904,magistrat,1,Schottenbastei,"MA 28 - Straße, Grünanlage",Carpinus betulus (Hainbuche),2020,"2020",16,16 cm,1,0-5 m,1,0-3 m,"1006"
394151387,343219,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",24,24 cm,1,0-5 m,1,0-3 m,"3077"
394151397,339958,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",24,24 cm,1,0-5 m,1,0-3 m,"3074"
394151418,332305,magistrat,1,Stubenbastei,"MA 28 - Straße, Grünanlage",Robinia pseudoacacia (Scheinakazie),2020,"2020",23,23 cm,2,6-10 m,1,0-3 m,"1006"
394150380,181422,magistrat,6,Lehargasse,"MA 28 - Straße, Grünanlage",Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),2010,"2010",33,33 cm,1,0-5 m,1,0-3 m,"2003"
394151003,332308,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",22,22 cm,1,0-5 m,1,0-3 m,"1033"
394153114,193551,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1925,"1925",230,230 cm,5,21-25 m,7,19-21 m,"607"
394153130,193552,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),1992,"1992",76,76 cm,2,6-10 m,2,4-6 m,"606"
394153135,211847,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),2014,"2014",32,32 cm,1,0-5 m,1,0-3 m,"600"
394153140,303179,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus x carnea (Rotblühende Kastanie),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"596"
394153142,305627,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Carpinus betulus (Hainbuche),2017,"2017",18,18 cm,1,0-5 m,1,0-3 m,"479"
394153149,306345,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Platycladus orientalis (Morgenländischer Lebensbaum),2010,"2010",75,75 cm,2,6-10 m,2,4-6 m,472/A
394153151,211854,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),2017,"2017",22,22 cm,1,0-5 m,1,0-3 m,"464"
394153165,193858,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),1904,"1904",270,270 cm,5,21-25 m,5,13-15 m,"444"
394153167,193906,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pinus nigra nigra (Österreichische Schwarzkiefer),1982,"1982",108,108 cm,3,11-15 m,3,7-9 m,"413"
394153198,251133,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior 'Pendula' (Hängeesche),2001,"2001",60,60 cm,1,0-5 m,2,4-6 m,"293"
394153203,251140,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2000,"2000",74,74 cm,2,6-10 m,3,7-9 m,"219"
394153211,251139,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1998,"1998",71,71 cm,2,6-10 m,3,7-9 m,"218"
394153224,194068,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer negundo (Eschenahorn),1990,"1990",83,83 cm,2,6-10 m,3,7-9 m,"214"
394153225,194067,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),1944,"1944",176,176 cm,3,11-15 m,3,7-9 m,"213"
394153229,251141,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Cladrastis lutea (Gelbholz),2007,"2007",83,83 cm,2,6-10 m,2,4-6 m,"211"
394153246,306316,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2013,"2013",37,37 cm,1,0-5 m,1,0-3 m,171/A
394153255,195143,magistrat,1,Ruprechtsstiege,"MA 28 - Straße, Grünanlage",Betula pendula (Weißbirke),1988,"1988",85,85 cm,3,11-15 m,2,4-6 m,"2015"
394153281,195142,magistrat,1,Ruprechtsstiege,"MA 28 - Straße, Grünanlage",Betula pendula (Weißbirke),1981,"1981",106,106 cm,3,11-15 m,4,10-12 m,"2014"
394153283,200474,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2014,"2014",24,24 cm,1,0-5 m,1,0-3 m,"5033"
394152329,305623,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Carpinus betulus (Hainbuche),2017,"2017",20,20 cm,1,0-5 m,1,0-3 m,"439"
394153289,197008,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2014,"2014",25,25 cm,1,0-5 m,1,0-3 m,"5030"
394153295,332295,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"5023"
394153298,332294,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2019,"2019",25,25 cm,1,0-5 m,1,0-3 m,"5019"
394153300,10042,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1989,"1989",86,86 cm,2,6-10 m,2,4-6 m,"4031"
394153301,324515,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2018,"2018",28,28 cm,2,6-10 m,1,0-3 m,"2026"
394153327,303476,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2018,"2018",30,30 cm,2,6-10 m,1,0-3 m,"2023"
394153328,303400,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2017,"2017",37,37 cm,2,6-10 m,2,4-6 m,"1002"
394153329,131197,magistrat,1,Karlsplatz,"MA 28 - Straße, Grünanlage",Tilia tomentosa 'Brabant' (Silberlinde),2000,"2000",70,70 cm,2,6-10 m,2,4-6 m,"1018"
394153332,131196,magistrat,1,Karlsplatz,"MA 28 - Straße, Grünanlage",Tilia tomentosa 'Brabant' (Silberlinde),2000,"2000",70,70 cm,2,6-10 m,2,4-6 m,"1017"
394153343,303151,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Tilia tomentosa (Silberlinde),2017,"2017",34,34 cm,2,6-10 m,1,0-3 m,"2028"
394153515,7557,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1961,"1961",144,144 cm,4,16-20 m,4,10-12 m,"1024"
394153540,213688,magistrat,2,"02., Manes-Sperber-Park, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1978,"1978",128,128 cm,3,11-15 m,3,7-9 m,"16"
394155310,10230,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1984,"1984",103,103 cm,3,11-15 m,3,7-9 m,"5046"
394155840,10174,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1971,"1971",128,128 cm,4,16-20 m,3,7-9 m,"5037"
394155843,287396,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2017,"2017",30,30 cm,2,6-10 m,1,0-3 m,"1026"
394155852,303402,magistrat,1,Helmut-Zilk-Platz,"MA 28 - Straße, Grünanlage",Betula pendula (Weißbirke),2018,"2018",27,27 cm,2,6-10 m,1,0-3 m,"1003"
394155857,311858,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Koelreuteria paniculata (Blasenbaum),2017,"2017",28,28 cm,2,6-10 m,1,0-3 m,"1010"
394155860,338463,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Zelkova serrata (Zelkove),2019,"2019",24,24 cm,2,6-10 m,1,0-3 m,"5013"
394155862,332278,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2019,"2019",22,22 cm,2,6-10 m,1,0-3 m,"4060"
394155867,200599,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Prunus cerasifera 'Nigra' (Blutpflaume),2017,"2017",24,24 cm,2,6-10 m,1,0-3 m,"4009"
394155870,332276,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Aesculus hippocastanum (Rosskastanie),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"4043"
394154755,10027,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1965,"1965",139,139 cm,3,11-15 m,4,10-12 m,"4016"
394154764,10026,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1971,"1971",140,140 cm,3,11-15 m,3,7-9 m,"4015"
394154771,352978,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"4009"
394155339,10181,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2004,"2004",58,58 cm,2,6-10 m,2,4-6 m,"5044"
394155884,327348,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2018,"2018",29,29 cm,2,6-10 m,1,0-3 m,"3030"
394155885,303166,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2017,"2017",27,27 cm,2,6-10 m,1,0-3 m,"3034"
