OBJECTID,TreeID,DataProvider,District,Street,AreaGroup,TreeType,PlantingYear,PlantingYear_txt,TrunkSize,TrunkSize_txt,TreeHeight,TreeHeight_txt,TreeCrownDiameter,TreeCrownDiameter_txt,TreeNumber
394217002,10196,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1925,"1925",219,219 cm,4,16-20 m,4,10-12 m,"2061"
394217003,10111,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1929,"1929",233,233 cm,4,16-20 m,6,16-18 m,"2058"
394216675,200458,magistrat,1,Schubertring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2014,"2014",27,27 cm,2,6-10 m,2,4-6 m,"1006"
394216766,11073,magistrat,1,Reichsratsstraße,"MA 28 - Straße, Grünanlage",Tilia platyphyllos var. vitifolia (Weinblättrige Sommerlinde),1983,"1983",96,96 cm,2,6-10 m,2,4-6 m,"2016"
394216792,11070,magistrat,1,Reichsratsstraße,"MA 28 - Straße, Grünanlage",Tilia platyphyllos var. vitifolia (Weinblättrige Sommerlinde),1974,"1974",111,111 cm,2,6-10 m,2,4-6 m,"2013"
394216794,11068,magistrat,1,Reichsratsstraße,"MA 28 - Straße, Grünanlage",Tilia platyphyllos var. vitifolia (Weinblättrige Sommerlinde),1980,"1980",98,98 cm,2,6-10 m,2,4-6 m,"2011"
394214323,347342,magistrat,2,"02., Manes-Sperber-Park, MA42",MA 42 - Parkanlage,Carpinus betulus 'Fastigiata' (Säulenhainbuche),0,nicht definiert,20,20 cm,1,0-5 m,1,0-3 m,"15"
394214034,301679,magistrat,2,"02., Vorkai - Schlagbrückenufer, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1909,"1909",301,301 cm,4,16-20 m,5,13-15 m,"5"
394214213,213691,magistrat,2,"02., Manes-Sperber-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1970,"1970",142,142 cm,5,21-25 m,4,10-12 m,"19"
394214257,213690,magistrat,2,"02., Manes-Sperber-Park, MA42",MA 42 - Parkanlage,Acer platanoides 'Schwedleri' (Rotblättriger Spitzahorn),1980,"1980",117,117 cm,4,16-20 m,3,7-9 m,"18"
394214261,181088,magistrat,9,Straße des Achten Mai,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1963,"1963",143,143 cm,3,11-15 m,3,7-9 m,"1001"
394211555,147837,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2008,"2008",46,46 cm,2,6-10 m,2,4-6 m,"5014"
394211563,180695,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2011,"2011",49,49 cm,2,6-10 m,2,4-6 m,"3034"
394211597,2100,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1911,"1911",258,258 cm,5,21-25 m,8,>21 m,"1001"
394226147,302224,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),2020,"2020",45,45 cm,1,0-5 m,1,0-3 m,"24"
394226177,260825,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1981,"1981",98,98 cm,2,6-10 m,3,7-9 m,"20"
394226179,260823,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus 'Atropurpureum' (Purpurner Bergahorn),1959,"1959",112,112 cm,2,6-10 m,3,7-9 m,"18"
394226180,260818,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Prunus cerasifera (Kirschpflaume),2002,"2002",146,146 cm,1,0-5 m,2,4-6 m,"13"
394226182,260819,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Prunus cerasifera (Kirschpflaume),2001,"2001",66,66 cm,2,6-10 m,2,4-6 m,"14"
394226184,260815,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1953,"1953",164,164 cm,3,11-15 m,4,10-12 m,"10"
394226191,260812,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Crataegus monogyna (Weißdorn),2013,"2013",84,84 cm,1,0-5 m,1,0-3 m,"7"
394226200,332463,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Prunus padus (Traubenkirsche),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"5"
394226201,260809,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1988,"1988",201,201 cm,2,6-10 m,3,7-9 m,"4"
394226203,260807,magistrat,2,"02., Ruth-Maier-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1974,"1974",90,90 cm,2,6-10 m,3,7-9 m,"2"
394226260,230314,magistrat,2,"02., Wettsteinpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2000,"2000",72,72 cm,2,6-10 m,2,4-6 m,"4024"
394226261,322871,magistrat,2,"02., Wettsteinpark, MA42",MA 42 - Parkanlage,Robinia hispida 'Macrophylla' (Rosenakazie),2020,"2020",19,19 cm,1,0-5 m,1,0-3 m,"4023"
394226267,230318,magistrat,2,"02., Wettsteinpark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),1973,"1973",148,148 cm,3,11-15 m,4,10-12 m,"4020"
394226773,194231,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Metasequoia glyptostroboides (Urweltmammutbaum),1979,"1979",99,99 cm,4,16-20 m,2,4-6 m,"202"
394226342,213135,magistrat,1,"01., Hermann-Gmeiner-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1942,"1942",214,214 cm,4,16-20 m,5,13-15 m,"10"
394226345,13433,magistrat,9,Universitätsstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1988,"1988",77,77 cm,2,6-10 m,3,7-9 m,"3021"
394227326,3200,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1965,"1965",146,146 cm,4,16-20 m,4,10-12 m,"2009"
394227327,3201,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1966,"1966",145,145 cm,4,16-20 m,3,7-9 m,"2010"
394227333,3196,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1974,"1974",120,120 cm,3,11-15 m,3,7-9 m,"2005"
394227334,3195,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1972,"1972",124,124 cm,3,11-15 m,4,10-12 m,"2004"
394226372,146092,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Paulownia tomentosa (Blauglockenbaum),1944,"1944",253,253 cm,3,11-15 m,5,13-15 m,"320"
394226380,146091,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1969,"1969",142,142 cm,4,16-20 m,4,10-12 m,"319"
394226382,146090,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1985,"1985",86,86 cm,3,11-15 m,3,7-9 m,"318"
394226387,146088,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1985,"1985",74,74 cm,2,6-10 m,3,7-9 m,"316"
394226388,146086,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Sophora japonica (Schnurbaum),1938,"1938",204,204 cm,3,11-15 m,5,13-15 m,"314"
394226389,146083,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Sophora japonica (Schnurbaum),1957,"1957",192,192 cm,4,16-20 m,5,13-15 m,"313"
394226390,146084,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Sophora japonica (Schnurbaum),1938,"1938",218,218 cm,4,16-20 m,6,16-18 m,"311"
394226397,146081,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1974,"1974",115,115 cm,3,11-15 m,3,7-9 m,"310"
394226405,146080,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1988,"1988",64,64 cm,3,11-15 m,2,4-6 m,"309"
394226407,146085,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Sophora japonica (Schnurbaum),1938,"1938",229,229 cm,4,16-20 m,6,16-18 m,"308"
394226410,146075,magistrat,2,Obere Donaustraße,"MA 28 - Straße, Grünanlage",Fraxinus excelsior 'Atlas' (Gemeine Esche),2008,"2008",70,70 cm,2,6-10 m,2,4-6 m,"303"
394226417,3291,magistrat,1,Getreidemarkt,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1949,"1949",182,182 cm,3,11-15 m,4,10-12 m,"2003"
394226442,298878,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2016,"2016",40,40 cm,1,0-5 m,1,0-3 m,"4018"
394226445,750,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Aesculus hippocastanum (Rosskastanie),1961,"1961",139,139 cm,3,11-15 m,3,7-9 m,"4016"
394226472,327938,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2018,"2018",28,28 cm,1,0-5 m,1,0-3 m,"4004"
394226475,327918,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2018,"2018",23,23 cm,1,0-5 m,1,0-3 m,"3012"
394226485,327932,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2018,"2018",24,24 cm,1,0-5 m,1,0-3 m,"3005"
394226512,332245,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1007"
394226596,129954,magistrat,2,Große Sperlgasse,"MA 28 - Straße, Grünanlage",Koelreuteria paniculata (Blasenbaum),2005,"2005",64,64 cm,2,6-10 m,2,4-6 m,"2001"
394226601,330507,magistrat,2,Große Schiffgasse,"MA 28 - Straße, Grünanlage",Acer campestre 'Elsrijk' (Feldahorn),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"102"
394226605,145841,magistrat,2,Floßgasse,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1976,"1976",118,118 cm,3,11-15 m,3,7-9 m,"101"
394227157,230287,magistrat,2,"02., Wettsteinpark, MA42",MA 42 - Parkanlage,Crataegus monogyna (Weißdorn),2005,"2005",57,57 cm,1,0-5 m,1,0-3 m,"1004"
394226117,301657,magistrat,2,"02., Vorkai - Dianabadufer, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"4"
394226118,301656,magistrat,2,"02., Vorkai - Dianabadufer, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"3"
394226121,301655,magistrat,2,"02., Vorkai - Dianabadufer, MA42",MA 42 - Parkanlage,Prunus avium (Vogelkirsche),2011,"2011",124,124 cm,1,0-5 m,2,4-6 m,"2"
394226122,301654,magistrat,2,"02., Vorkai - Dianabadufer, MA42",MA 42 - Parkanlage,Fagus sylvatica (Rotbuche),2007,"2007",67,67 cm,2,6-10 m,2,4-6 m,"1"
394226125,302233,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Populus balsamifera (Balsam-Pappel),1910,"1910",331,331 cm,5,21-25 m,5,13-15 m,"33"
394226135,302231,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Populus tremula (Zitterpappel),1982,"1982",131,131 cm,3,11-15 m,4,10-12 m,"31"
394226136,302230,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Populus balsamifera (Balsam-Pappel),1974,"1974",156,156 cm,4,16-20 m,5,13-15 m,"30"
394226137,332491,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Prunus padus (Traubenkirsche),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"29"
394226145,332737,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"28"
394226146,302226,magistrat,2,"02., Treppelweg - Obere Donaustraße, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1957,"1957",180,180 cm,3,11-15 m,6,16-18 m,"26"
394015097,251021,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2009,"2009",38,38 cm,1,0-5 m,2,4-6 m,"441"
394015102,193861,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Ginkgo biloba (Fächerblattbaum),1922,"1922",226,226 cm,5,21-25 m,3,7-9 m,"440"
394015110,193863,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Schwedleri' (Rotblättriger Spitzahorn),1968,"1968",125,125 cm,3,11-15 m,3,7-9 m,"438"
394015155,193864,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Quercus robur 'Fastigiata' (Säuleneiche),1890,"1890",302,302 cm,4,16-20 m,3,7-9 m,"437"
394014613,7564,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1970,"1970",119,119 cm,4,16-20 m,3,7-9 m,"1031"
394015168,251023,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus serrulata 'Kanzan' (Japanische Blütenkirsche),1999,"1999",64,64 cm,2,6-10 m,2,4-6 m,"435"
394015183,193866,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1972,"1972",121,121 cm,4,16-20 m,4,10-12 m,"434"
394015198,193867,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Crimson King' (Blutahorn),1984,"1984",97,97 cm,3,11-15 m,3,7-9 m,"433"
394015199,251024,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),2004,"2004",100,100 cm,2,6-10 m,2,4-6 m,"432"
394015201,306340,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2002,"2002",61,61 cm,1,0-5 m,2,4-6 m,431/A
394015209,302882,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),2018,"2018",21,21 cm,1,0-5 m,1,0-3 m,"431"
394015211,193872,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1933,"1933",208,208 cm,4,16-20 m,5,13-15 m,"430"
394015222,306339,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2010,"2010",42,42 cm,1,0-5 m,2,4-6 m,429/A
394015223,305621,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Carpinus betulus (Hainbuche),2018,"2018",23,23 cm,1,0-5 m,1,0-3 m,"429"
394015224,193869,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1944,"1944",178,178 cm,4,16-20 m,4,10-12 m,"428"
394015228,193870,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1950,"1950",170,170 cm,4,16-20 m,3,7-9 m,"427"
394015229,342411,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"426"
394015239,334609,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),2020,"2020",18,18 cm,1,0-5 m,1,0-3 m,"425"
394015241,193875,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Quercus robur (Stieleiche),1987,"1987",110,110 cm,4,16-20 m,3,7-9 m,"424"
394015249,193876,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Schwedleri' (Rotblättriger Spitzahorn),1963,"1963",138,138 cm,4,16-20 m,3,7-9 m,"423"
394015250,305619,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer cappadocicum (Kolchischer Ahorn),2020,"2020",18,18 cm,1,0-5 m,1,0-3 m,"422"
394015255,251027,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2014,"2014",31,31 cm,1,0-5 m,1,0-3 m,"421"
394015263,251028,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus x carnea (Rotblühende Kastanie),2007,"2007",50,50 cm,2,6-10 m,2,4-6 m,"420"
394015272,348159,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Carpinus betulus 'Columnaris' (Pyramidenhainbuche),2020,"2020",32,32 cm,1,0-5 m,1,0-3 m,"419"
394015279,193909,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Populus nigra (Schwarzpappel),1937,"1937",208,208 cm,5,21-25 m,4,10-12 m,"418"
394015284,193912,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia platyphyllos (Sommerlinde),1987,"1987",92,92 cm,2,6-10 m,2,4-6 m,"417"
394015287,193908,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus 'Atropurpureum' (Purpurner Bergahorn),1971,"1971",124,124 cm,4,16-20 m,3,7-9 m,"415"
394015293,193907,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,"Pinus nigra (Schwarzkiefer, Schwarzföhre)",1975,"1975",120,120 cm,3,11-15 m,3,7-9 m,"414"
394015299,306338,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Buxus sempervirens (Gewöhnlicher Buchsbaum),1993,"1993",156,156 cm,1,0-5 m,3,7-9 m,412/C
394016054,194079,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fagus sylvatica 'Atropunicea' (Sämlings Blutbuche),1885,"1885",321,321 cm,4,16-20 m,8,>21 m,"227"
394016060,194080,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Gleditsia triacanthos 'Inermis' (Dornenloser Lederhülsenbaum),1997,"1997",74,74 cm,3,11-15 m,2,4-6 m,"226"
394016061,194188,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pterocarya fraxinifolia (Kaukasische Flügelnuss),1921,"1921",253,253 cm,3,11-15 m,6,16-18 m,"224"
394016064,194189,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pterocarya fraxinifolia (Kaukasische Flügelnuss),1900,"1900",292,292 cm,4,16-20 m,6,16-18 m,N223
394016067,194190,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pterocarya fraxinifolia (Kaukasische Flügelnuss),1910,"1910",320,320 cm,3,11-15 m,5,13-15 m,"222"
394016071,251142,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pterocarya fraxinifolia (Kaukasische Flügelnuss),2001,"2001",57,57 cm,2,6-10 m,3,7-9 m,"221"
394016080,194064,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1972,"1972",132,132 cm,2,6-10 m,3,7-9 m,"217"
394016083,194065,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1951,"1951",180,180 cm,5,21-25 m,3,7-9 m,"216"
394016086,194066,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Juglans regia (Walnussbaum),1972,"1972",121,121 cm,3,11-15 m,3,7-9 m,"215"
394014186,327963,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2018,"2018",25,25 cm,2,6-10 m,1,0-3 m,"2027"
394015318,306337,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1987,"1987",210,210 cm,2,6-10 m,4,10-12 m,412/B
394015319,251050,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1968,"1968",140,140 cm,2,6-10 m,3,7-9 m,"412"
394015866,305608,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer capillipes (Roter Schlangenhaut-Ahorn),2020,"2020",16,16 cm,1,0-5 m,1,0-3 m,"292"
394015868,305607,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),2018,"2018",50,50 cm,1,0-5 m,1,0-3 m,"291"
394015874,194041,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia x vulgaris (Holländische Linde),1960,"1960",152,152 cm,3,11-15 m,5,13-15 m,"290"
394015875,305606,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Phellodendron amurense (Amur-Korkbaum),2020,"2020",19,19 cm,1,0-5 m,1,0-3 m,"289"
394015881,251132,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1975,"1975",136,136 cm,2,6-10 m,3,7-9 m,"287"
394015345,193904,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1918,"1918",240,240 cm,3,11-15 m,4,10-12 m,"410"
394015355,251051,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),2007,"2007",41,41 cm,2,6-10 m,2,4-6 m,"409"
394015361,193905,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1938,"1938",193,193 cm,3,11-15 m,2,4-6 m,"408"
394015365,251052,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis australis (Südlicher Zürgelbaum),2010,"2010",59,59 cm,2,6-10 m,2,4-6 m,"407"
394014241,343204,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2020,"2020",29,29 cm,2,6-10 m,1,0-3 m,"2028"
394014244,356919,magistrat,2,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2020,"2020",25,25 cm,1,0-5 m,1,0-3 m,"1027"
394014245,356918,magistrat,2,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2020,"2020",25,25 cm,1,0-5 m,1,0-3 m,"1026"
394015372,193919,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis australis (Südlicher Zürgelbaum),1974,"1974",116,116 cm,3,11-15 m,3,7-9 m,"405"
394015885,348856,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"286"
394015886,194045,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tetradium daniellii (Samthaarige Stinkesche),1999,"1999",53,53 cm,2,6-10 m,2,4-6 m,"285"
394015887,194047,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior 'Pendula' (Hängeesche),1950,"1950",164,164 cm,3,11-15 m,2,4-6 m,"284"
394015892,194048,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Metasequoia glyptostroboides (Urweltmammutbaum),1955,"1955",161,161 cm,4,16-20 m,3,7-9 m,"283"
394015894,332326,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Quercus rubra (Roteiche),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"282"
394015895,332325,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus padus (Traubenkirsche),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"281"
394015897,211855,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Populus nigra (Schwarzpappel),2014,"2014",60,60 cm,2,6-10 m,1,0-3 m,"280"
394015898,194050,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),1999,"1999",57,57 cm,2,6-10 m,2,4-6 m,"279"
394015900,194051,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),1985,"1985",161,161 cm,2,6-10 m,3,7-9 m,"278"
394015901,194052,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Populus nigra 'Italica' (Pyramidenpappel),1911,"1911",264,264 cm,7,31-35 m,2,4-6 m,"277"
394015902,194053,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Populus nigra 'Italica' (Pyramidenpappel),1925,"1925",229,229 cm,7,31-35 m,2,4-6 m,"276"
394015903,194054,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Populus nigra 'Italica' (Pyramidenpappel),1929,"1929",238,238 cm,6,26-30 m,2,4-6 m,"275"
394015905,331487,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pyrus calleryana 'Aristocrat' (Zierbirne),2020,"2020",19,19 cm,1,0-5 m,1,0-3 m,"274"
394015916,194000,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia x euchlora (Krimlinde),1942,"1942",187,187 cm,4,16-20 m,3,7-9 m,"273"
394014313,156396,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Tilia tomentosa 'Brabant' (Silberlinde),1989,"1989",120,120 cm,3,11-15 m,3,7-9 m,1000/G
394016038,194073,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),1916,"1916",241,241 cm,5,21-25 m,5,13-15 m,"233"
394016044,306321,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2009,"2009",43,43 cm,2,6-10 m,2,4-6 m,231/A
394016045,352962,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"231"
394016050,194076,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1988,"1988",88,88 cm,3,11-15 m,2,4-6 m,"230"
394016053,305568,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Gymnocladus dioicus (Geweihbaum),2018,"2018",21,21 cm,1,0-5 m,1,0-3 m,"228"
394014358,180663,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2010,"2010",47,47 cm,2,6-10 m,1,0-3 m,"1039"
